NVDA,MU,AAPL,AMD,ASML,MSFT,GOOG,date
,,,,,,,2020-01-03
0.034947257507235596,0.03924448616245124,0.04337181099933596,-0.008847743182641254,-0.00594016439806333,0.017147865489234304,0.05076229479599026,2020-01-10
0.020301102080662492,0.017469515052463302,0.02706772565752269,0.05729711939266413,0.013032802565885238,0.03570120115865594,0.035433278584856565,2020-01-17
0.004814075073318547,0.0017342610741044595,-0.00131779297032375,-0.011388215738843077,-0.014031900129613306,-0.012327960377430003,-0.009240921283892867,2020-01-24
-0.056092173170553705,-0.08085174649264004,-0.027645660843200304,-0.0665342318896579,-0.05127923979394011,0.03144669614382378,-0.02214478230051453,2020-01-31
0.06412036132966792,0.07138816291740002,0.03644301463552546,0.05808509664332617,0.08661703347164784,0.08024454738041897,0.031375552528872364,2020-02-07
0.1518341140220527,0.028481027878454857,0.015373625501413413,0.11220594977716658,0.037151238439748546,0.007939455047626831,0.02806211338945408,2020-02-14
0.014769396223887954,-0.025811940460037763,-0.03662101599179901,-0.03670226981723457,-0.03256405804215423,-0.03383998430466939,-0.023429411721919036,2020-02-21
-0.08106389121896063,-0.0777328994677624,-0.12678517964900737,-0.1463963854310637,-0.09571884452645907,-0.09283826138768991,-0.09816114470076864,2020-02-28
-0.014922058076542788,-0.020738329963160496,0.05732392873946113,0.06838172035299528,0.041198511028468054,-0.0027156590531184355,-0.03055263527677643,2020-03-06
-0.09472264864817792,-0.16475625814448303,-0.03826601709274968,-0.09652188952420071,-0.10815322079423151,-0.016958617164239742,-0.06059718456913299,2020-03-13
-0.14569833670641064,-0.1600369995795502,-0.1753065719507172,-0.09772211313018753,-0.1589803329418914,-0.13523885224902898,-0.12085454980460153,2020-03-20
0.2283355648040306,0.2040983374131926,0.080701725202309,0.17596569334264545,0.1689957040397052,0.08991560464932635,0.03580085194515825,2020-03-27
-0.03489907941896808,-0.05197786527443027,-0.025551141559394752,-0.08565911381752411,-0.031707708779102006,0.027588911561027496,-0.011551142447699392,2020-04-03
0.0780615107630176,0.11911682930818301,0.1101030042274127,0.1359474265034848,0.13163799117862318,0.07352270587184373,0.10344473646593721,2020-04-10
0.11169428632300216,-0.009321326916408523,0.055263317271366796,0.16990486202000588,0.06806127728265987,0.08150671548992006,0.05926778697811841,2020-04-17
-0.00933919324497623,-0.03369822958840907,0.0006008831823807181,-0.007420462548905271,-0.007888677957592405,-0.022676424262862205,-0.00307024761256669,2020-04-24
-0.023515892465153176,0.020380636311341238,0.021557326383668363,-0.11213953725237236,-0.04379098080933774,0.00011455844455654507,0.03228308193433205,2020-05-01
0.1050994496441493,0.0707944315729574,0.07575849749411545,0.06635921186275984,0.09080493445582438,0.05791384010810874,0.051309655294845546,2020-05-08
