#{"t_start": 1763888638.320008, "env_id": "None"}
r,l,t
42.458668,79,254.105125
41.920536,79,254.136865
41.899124,79,254.200216
42.95589,79,254.238261
42.331905,79,255.099807
42.798626,79,255.131334
41.83527,79,255.162168
42.613598,79,255.942648
42.444473,79,255.97718
42.655155,79,256.008813
42.804142,79,256.852289
42.267975,79,256.907823
42.7669,79,256.942909
42.491596,79,257.746213
42.94113,79,257.780453
42.798454,79,257.811416
42.3197,79,257.842807
42.36312,79,258.707277
42.316334,79,258.737951
42.59028,79,258.772748
42.597416,79,259.572304
42.921745,79,259.605538
42.66035,79,259.637785
43.205482,79,260.464751
42.531807,79,260.496908
42.747787,79,260.528011
42.66258,79,261.356006
42.579136,79,261.387605
42.97483,79,261.422136
42.44993,79,261.453483
42.956036,79,262.313574
42.560955,79,262.344547
42.705395,79,262.378037
42.803234,79,263.213638
42.67417,79,263.247761
42.768787,79,263.278933
42.23384,79,264.118381
42.11165,79,264.154312
42.95729,79,264.186764
42.96342,79,264.997076
42.390186,79,265.029099
43.404427,79,265.062835
42.83974,79,265.862093
42.46376,79,265.894019
42.488266,79,265.925298
43.205257,79,265.959598
42.177826,79,266.7985
42.92838,79,266.830222
43.478333,79,266.861537
43.08303,79,267.703338
43.025715,79,267.734258
42.977604,79,267.768491
41.999832,79,268.576501
43.094185,79,268.61044
41.24097,79,268.641594
43.189816,79,269.475572
42.57237,79,269.507185
42.654053,79,269.538738
42.777847,79,269.572916
42.709507,79,270.423445
42.963898,79,270.455001
42.63096,79,270.486565
43.063526,79,271.333245
42.869057,79,271.370562
43.094997,79,271.404242
43.169685,79,272.225971
42.14312,79,272.260653
43.239986,79,272.29201
42.42123,79,273.089106
43.17759,79,273.121594
42.706722,79,273.152955
43.202938,79,273.184356
42.549076,79,274.073561
42.82528,79,274.104836
43.258366,79,274.135676
42.621006,79,274.910941
42.753204,79,274.942716
43.01901,79,274.973654
43.160664,79,275.752849
42.857365,79,275.784145
43.42806,79,275.815877
42.101967,79,276.596898
42.153893,79,276.631712
42.549374,79,276.66384
42.818405,79,276.69523
42.896946,79,277.536493
42.640564,79,277.570484
43.13181,79,277.62519
43.02503,79,278.48762
42.651863,79,278.518943
42.78291,79,278.552896
42.956406,79,279.353094
42.68756,79,279.387383
42.899384,79,279.419103
42.481037,79,280.237729
42.791035,79,280.272861
43.016567,79,280.304559
43.17508,79,280.335861
42.625572,79,281.197193
43.150738,79,281.231508
42.94532,79,281.262732
42.383415,79,282.053013
43.0357,79,282.084861
42.810028,79,282.153545
42.47457,79,282.96549
42.57924,79,282.9974
43.150238,79,283.031085
42.811035,79,283.813981
42.98753,79,283.847796
42.18434,79,283.883695
42.720417,79,283.915641
42.690723,79,284.809234
42.98297,79,284.863696
43.19741,79,284.899984
42.556526,79,285.699745
43.171497,79,285.734236
43.230247,79,285.765669
43.034534,79,286.614567
42.95507,79,286.645824
43.40886,79,286.679105
42.8237,79,287.489693
43.087044,79,287.521591
42.669445,79,287.555367
43.213432,79,287.586561
42.776615,79,288.426508
42.989033,79,288.458005
42.97474,79,288.491509
43.160297,79,289.347914
43.02453,79,289.382044
43.289078,79,289.413922
43.007946,79,290.227513
42.963867,79,290.259812
42.348965,79,290.291311
43.41923,79,291.121915
42.851368,79,291.153765
43.091095,79,291.185805
42.390953,79,291.993001
43.12197,79,292.043925
42.984272,79,292.083612
43.16173,79,292.115735
42.481876,79,293.024537
43.149063,79,293.056054
42.74141,79,293.087573
42.8501,79,293.885085
42.359795,79,293.919501
43.160137,79,293.951091
42.824326,79,294.80886
42.896843,79,294.840487
43.492718,79,294.874912
43.325665,79,295.681442
42.417355,79,295.714871
43.30333,79,295.74737
43.00806,79,295.778727
42.778652,79,296.610462
42.93769,79,296.641364
42.87958,79,296.674332
43.008053,79,297.499517
42.73958,79,297.530716
42.7837,79,297.565069
43.06872,79,298.365295
43.154007,79,298.399253
42.557095,79,298.430965
42.96972,79,299.268733
43.29323,79,299.322031
42.903324,79,299.354783
43.363632,79,299.389484
42.75238,79,300.236204
43.315582,79,300.267793
42.801132,79,300.299379
42.699738,79,301.126738
43.34984,79,301.158994
43.320488,79,301.1932
43.189926,79,301.978074
42.756424,79,302.009711
42.755795,79,302.040429
43.61856,79,302.83967
43.027393,79,302.871153
43.113354,79,302.903329
42.407475,79,302.936849
42.33252,79,303.83305
43.171513,79,303.864998
42.860645,79,303.898941
43.198284,79,304.694193
42.902668,79,304.728212
42.786854,79,304.760354
42.809677,79,305.557115
43.131443,79,305.591487
43.033653,79,305.623177
42.68617,79,306.469001
42.483532,79,306.500708
42.75458,79,306.532233
42.97985,79,306.565882
43.37492,79,307.434026
42.848164,79,307.465921
42.67251,79,307.497653
42.31736,79,308.342863
43.141514,79,308.374118
43.05995,79,308.40785
43.235973,79,309.182413
43.66427,79,309.214088
43.32246,79,309.248327
42.84835,79,310.044177
42.82032,79,310.075347
42.805492,79,310.109486
42.81319,79,310.17242
43.37044,79,311.031636
42.417965,79,311.062311
43.258446,79,311.096323
42.99142,79,311.895366
43.08229,79,311.927507
42.454945,79,311.961864
43.093864,79,312.790879
43.27778,79,312.82581
43.279938,79,312.876551
42.90754,79,313.680572
42.81162,79,313.712238
43.372845,79,313.743311
43.305714,79,314.587763
42.3425,79,314.619795
42.736736,79,314.653798
43.3446,79,314.685299
42.58572,79,315.539583
42.91118,79,315.571296
42.83183,79,315.602482
43.31921,79,316.384624
42.97379,79,316.41603
42.49846,79,316.447543
43.35028,79,317.265887
43.677593,79,317.297765
43.314667,79,317.329186
43.2601,79,318.125597
42.65816,79,318.157299
42.845325,79,318.189145
43.03034,79,318.223551
42.91371,79,319.128517
42.33144,79,319.162482
42.882984,79,319.194552
42.89896,79,319.958858
42.87146,79,319.990951
43.300446,79,320.047334
43.130676,79,320.878069
42.864803,79,320.909532
42.58728,79,320.941172
43.440052,79,321.761186
42.638077,79,321.792529
43.042526,79,321.826496
43.314293,79,321.857971
42.74969,79,322.731774
43.327385,79,322.76352
43.355618,79,322.797217
42.397892,79,323.620889
42.255573,79,323.654373
43.259285,79,323.685898
43.187706,79,324.48678
43.12401,79,324.521003
42.965923,79,324.552097
