price_to_sma_4w,price_to_sma_8w,price_to_sma_12w,price_to_ema_8w,price_to_ema_12w,macd_histogram,return_lag_1w,return_lag_2w,return_lag_3w,rsi_14w,stochastic_14w,roc_4w,volatility_12w,atr_pct_14w,bb_position_20w,volume_ratio_20w,mfi_14w,obv_roc_4w,bench_corr_12w,bench_beta_12w,date,ticker
0.2639205777608921,1.5327847853307175,-2.1449074479195858,-0.2557310385499782,-0.30978381779728326,-0.05084237620744968,0.5022129096933212,0.48912236065492004,0.5049882463283315,-0.4394441912646875,-0.5345359262156516,-0.2418195030970779,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.10015895416469692,0.8251572478669417,0.5286212546313721,2020-01-03,NVDA
0.2639205777608921,1.5327847853307175,-2.1449074479195858,-0.025073412960279328,-0.12018755830773159,-0.05029187352649466,0.5022129096933212,0.48912236065492004,0.5049882463283315,-0.4394441912646875,-0.5345359262156516,-0.2418195030970779,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.10015895416469692,0.8251572478669417,0.5286212546313721,2020-01-10,NVDA
0.2639205777608921,1.5327847853307175,-2.1449074479195858,0.05738550215907227,-0.04629117690431464,-0.049709613678926894,0.5022129096933212,0.48912236065492004,0.5049882463283315,-0.4394441912646875,-0.5345359262156516,-0.2418195030970779,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.10015895416469692,0.8251572478669417,0.5286212546313721,2020-01-17,NVDA
0.2639205777608921,1.5327847853307175,-2.1449074479195858,-0.005497648303052956,-0.09071743172752239,-0.04953219682429502,0.23734596667134988,0.48912236065492004,0.5049882463283315,-0.4394441912646875,-0.5345359262156516,-0.2418195030970779,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.10015895416469692,0.8251572478669417,0.5286212546313721,2020-01-24,NVDA
-0.861687059219992,1.5327847853307175,-2.1449074479195858,-0.6932570454934566,-0.6555599316978677,-0.05227744460923196,-0.04274335679142362,0.22654104453196114,0.5049882463283315,-0.4394441912646875,-0.5345359262156516,-0.2418195030970779,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.10015895416469692,0.8251572478669417,0.5286212546313721,2020-01-31,NVDA
0.19756762107105955,1.5327847853307175,-2.1449074479195858,0.11284392168526709,-0.00540066587783468,-0.05019695130862793,-1.1442099966810806,-0.05113129293577413,0.239080056285389,-0.4394441912646875,-0.5345359262156516,0.003899296586823543,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.10015895416469692,0.8251572478669417,0.5286212546313721,2020-02-07,NVDA
2.3136692941932546,1.5327847853307175,-2.1449074479195858,1.6706845044948935,1.319430568147162,-0.04063024910793656,1.0298042537278083,-1.1430930027206285,-0.04211035654072291,-0.4394441912646875,-0.5345359262156516,1.1593429030866447,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.0902694781562422,0.8251572478669417,0.5286212546313721,2020-02-14,NVDA
1.730878257794273,1.5327847853307175,-2.1449074479195858,1.3094771756569064,1.0949244196147043,-0.03560263273278257,2.6160785706542224,1.0121609396147888,-1.1479070907954934,-0.4394441912646875,-0.5345359262156516,1.2595930355871416,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.09805069592926417,0.8251572478669417,0.5286212546313721,2020-02-21,NVDA
-0.6062511436413633,0.18066369517852143,-2.1449074479195858,-0.11229242313333251,-0.05988374905371718,-0.04026081582018213,0.1373001118702427,2.584746756169608,1.03465366162667,-0.4394441912646875,-0.5345359262156516,0.9892566878724173,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,0.0788466004018211,0.8251572478669417,0.5286212546313721,2020-02-28,NVDA
-1.1358836643423125,-0.13909218102627238,-2.1449074479195858,-0.3227259352934906,-0.2561842187046438,-0.0447934600616365,-1.5958153349514288,0.12735851942484724,2.627163952692016,-0.4394441912646875,-0.5345359262156516,0.2503129264382828,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,-0.02734811152908887,0.8251572478669417,0.5286212546313721,2020-03-06,NVDA
-2.1277549331407455,-1.2689696696143071,-2.1449074479195858,-1.441250496579106,-1.2186227893548423,-0.05494269250173288,-0.3996544708510347,-1.5908012849933066,0.1386409004287268,-0.4394441912646875,-0.5345359262156516,-1.7209685095469556,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,-0.07269170763906856,0.8251572478669417,0.5286212546313721,2020-03-13,NVDA
-3.3400983896042704,-2.701568415040141,-2.1449074479195858,-2.8790407209127893,-2.473805678182907,-0.07080479697189879,-1.8428259910165101,-0.40496249965193293,-1.6012877835429373,-0.4394441912646875,-0.5345359262156516,-2.8655139686997706,2.5623598222817723,1.8913309383205947,1.3810556389688953,0.8714127550045936,0.3304849459994753,-0.09547780354361352,0.8251572478669417,0.5286212546313721,2020-03-20,NVDA
