Date,open,high,low,close,volume,return,price_to_sma_4w,price_to_sma_8w,price_to_sma_12w,price_to_ema_8w,price_to_ema_12w,macd_hist,return_lag_1w,return_lag_2w,return_lag_3w,rsi,stoch_k,roc_4w,volatility,atr_pct,bb_position,volume_ratio,mfi,obv_roc_4w,bench_corr_12w,bench_beta_12w,ticker
2018-01-05,4.840541563460769,5.391152913208901,4.808894747076867,5.3256354331970215,2433712000,0.1072194520084274,1.0827795544300542,1.0682716502401692,1.0610441840131957,1.0727816755701065,1.0873179330092853,-0.045777729147884305,-0.009105413792331634,0.01918179299219576,0.0003659350188987066,68.23346969182614,92.5118374816344,12.486358016410271,0.34421939911207905,6.264272866841397,0.8469253661429378,0.8941216995877589,72.22937990540753,11.238053582974295,0.8028248225721871,2.754496294247109,NVDA
2018-01-05,79.36419441212294,81.46509424719444,78.78368557555284,81.26237487792969,93864300,0.030509475474499795,1.0192724703219995,1.0372701354462164,1.0486868132227878,1.0368236521485674,1.0545703897924223,0.30943980191313214,0.0003507479617573547,-0.015549008166651905,0.031462941661837926,85.91436198523209,98.53997675968238,4.788532471667062,0.15626633518184566,2.7715414940327023,0.8774843483719298,0.96061033315973,72.38425070166517,21.56297008309551,0.567954361740837,0.8846366428942761,MSFT
2018-01-05,52.060730724880784,54.83723465662795,51.90628911612037,54.73691940307617,99030000,0.051979605847735706,1.031823484067656,1.0522657871919605,1.0625712968149816,1.0483080469824393,1.063403443059374,0.26397603796887514,-0.013026369083233203,-0.003831784887392213,0.025833832301404572,76.57058870712287,98.70850035119226,6.285138685171154,0.16581699598254798,3.2839256191176496,0.9686876435658572,0.7743124976054407,70.97875712997947,6.361326918273713,0.903786499928909,1.4937604316416409,GOOG
2018-01-05,40.546821467811554,45.85674761009004,40.205187380058355,44.70496368408203,180084300,0.10778933334481841,1.056272957403043,1.03362660235484,1.046219335126916,1.0533860915893258,1.0737450705670932,-0.2128053018260525,-0.07041855273063834,0.03976479370713875,-0.018923597091751346,60.51347862378607,63.08660922238294,5.993965496969178,0.5270598520256595,8.750033744247814,0.7594832191401808,1.022289529289999,68.35847709667657,5.494092021265606,0.6698300548800152,3.518929971516082,MU
2018-01-05,10.420000076293945,12.430000305175781,10.34000015258789,11.880000114440918,371524900,0.14465608951611905,1.1053733591710526,1.099745451057885,1.0603198332133208,1.076339910001559,1.0560914461240016,-0.12149061867625621,-0.024977305442505166,0.024004993355189363,0.03460556768524743,45.01718415051778,46.28450716503946,19.51710881242117,0.526711321542612,9.624281114675254,0.4926099624834642,1.4432744712346317,43.422451147113186,43.243713535309645,0.44594412501970687,2.3412034672391724,AMD
2018-01-05,161.2273677174183,169.8470375809951,161.07922846533688,169.31004333496094,3304500,0.05075505657350122,1.0365163144386043,1.0325658203068975,1.0277684622238874,1.034506980835752,1.043715285978888,-1.1807348123835002,-0.008022041542775134,0.008137249183814588,0.01052700753468125,59.908262527706896,81.25339897772213,6.332125778511588,0.2386687682477965,3.698168787222293,0.7878359138235425,0.8220752517908653,54.5536778479648,23.129855274642065,0.7973406547530304,1.896817546791521,ASML
2018-01-12,5.449255370658045,5.594388100131074,5.340468868218686,5.513045787811279,2726828000,0.034585210344593165,1.0783051146301823,1.0978559090440083,1.0866878727716414,1.0839091460626504,1.1042467049144595,-0.01761769886356024,0.1072194520084274,-0.009105413792331634,0.01918179299219576,69.74968763715975,92.79938064383515,16.402175797494746,0.34848565895083183,5.894461829934948,0.9186794413283527,0.9972977998376427,73.09922854235427,11.155714453058362,0.8154245628882627,2.8133179334475846,NVDA
2018-01-12,81.27158897974887,82.72746037207638,80.38699201381512,82.56159973144531,102329900,0.01586156233530705,1.0274049703256083,1.0428152361261798,1.0537748759419412,1.0410465658480603,1.0597845258198126,0.36457097493720525,0.030509475474499795,0.0003507479617573547,-0.015549008166651905,85.84753434156444,98.74117314315993,3.166373687827728,0.15610356893715402,2.742178973526291,0.8989402037005771,1.033188629906029,73.15369545838013,14.627005934547356,0.5851378142133973,0.9043178680466738,MSFT
2018-01-12,54.73692167765171,55.83242092274711,54.43300269957067,55.73160934448242,113834000,0.01800905355018689,1.036487945176421,1.0583576224095095,1.0703531625748384,1.0516170093933022,1.0691207364329973,0.365357725434718,0.051979605847735706,-0.013026369083233203,-0.003831784887392213,76.59231366401994,98.76043805024646,5.456726289048475,0.16496271332848483,3.13007203706474,0.9892874981887754,0.8888989534740258,71.29373343147805,1.4016565293521355,0.9026323221908651,1.4741673459666238,GOOG
2018-01-12,44.22668157560976,44.98803131288128,40.40040153198099,41.78645706176758,216409000,-0.06751224654539191,0.9849870893230374,0.9753652485111644,0.975485652589394,0.9879944995911648,1.0030841850431895,-0.36319005314188724,0.10778933334481841,-0.07041855273063834,0.03976479370713875,54.697792367991426,34.56563042922749,0.9669780886262247,0.5493147439291506,9.576843166086345,0.591906919860911,1.1886327929929386,60.92257553937308,3.7938358742075184,0.5992483864536007,3.2589541003853584,MU
